记录时间：2019-03-04 13:09:24,800 详细信息：--------------------------------程序启动--------------------------------
记录时间：2019-03-04 13:09:32,111 详细信息：获得手动触发启动参数：59
记录时间：2019-03-04 13:09:32,115 详细信息：**********执行【EDI数据同步回DABAN】数据传输开始**********
记录时间：2019-03-04 13:09:32,127 详细信息：执行主数据同步
记录时间：2019-03-04 13:09:35,517 详细信息：执行EDI行主数据同步
记录时间：2019-03-04 13:11:27,493 详细信息：--------------------------------程序启动--------------------------------
记录时间：2019-03-04 13:11:31,761 详细信息：获得手动触发启动参数：59
记录时间：2019-03-04 13:11:31,766 详细信息：**********执行【EDI数据同步回DABAN】数据传输开始**********
记录时间：2019-03-04 13:11:31,772 详细信息：执行主数据同步
记录时间：2019-03-04 13:11:33,800 详细信息：执行EDI行主数据同步
记录时间：2019-03-04 13:13:53,524 详细信息：--------------------------------程序启动--------------------------------
记录时间：2019-03-04 13:13:56,071 详细信息：获得手动触发启动参数：59
记录时间：2019-03-04 13:13:56,077 详细信息：**********执行【EDI数据同步回DABAN】数据传输开始**********
记录时间：2019-03-04 13:13:56,082 详细信息：执行主数据同步
记录时间：2019-03-04 13:13:59,088 详细信息：执行EDI行主数据同步
记录时间：2019-03-04 13:18:35,748 详细信息：--------------------------------程序启动--------------------------------
记录时间：2019-03-04 13:18:37,498 详细信息：获得手动触发启动参数：59
记录时间：2019-03-04 13:18:37,503 详细信息：**********执行【EDI数据同步回DABAN】数据传输开始**********
记录时间：2019-03-04 13:18:37,508 详细信息：执行主数据同步
记录时间：2019-03-04 13:18:38,820 详细信息：执行EDI行主数据同步
记录时间：2019-03-04 13:21:04,848 详细信息：--------------------------------程序启动--------------------------------
记录时间：2019-03-04 13:21:07,422 详细信息：获得手动触发启动参数：59
记录时间：2019-03-04 13:21:07,426 详细信息：**********执行【EDI数据同步回DABAN】数据传输开始**********
记录时间：2019-03-04 13:21:07,431 详细信息：执行主数据同步
记录时间：2019-03-04 13:21:09,688 详细信息：执行EDI行主数据同步
记录时间：2019-03-04 13:22:26,234 详细信息：--------------------------------程序启动--------------------------------
记录时间：2019-03-04 13:22:28,359 详细信息：获得手动触发启动参数：59
记录时间：2019-03-04 13:22:28,363 详细信息：**********执行【EDI数据同步回DABAN】数据传输开始**********
记录时间：2019-03-04 13:22:28,368 详细信息：执行主数据同步
记录时间：2019-03-04 13:22:29,699 详细信息：执行EDI行主数据同步
记录时间：2019-03-04 13:22:42,430 详细信息：SAPLinks.Bussiness.EDIDataToDABAN.EDI.MAIN_EDI_DATA(F:\EDI\)【成功数据】：2条
记录时间：2019-03-04 13:22:42,434 详细信息：SAPLinks.Bussiness.EDIDataToDABAN.EDI.MAIN_EDI_DATA(F:\EDI\)【错误数据过滤】：0条
记录时间：2019-03-04 13:22:51,610 详细信息：**********执行【EDI数据同步回DABAN】数据传输完毕**********
记录时间：2019-03-04 13:22:52,839 详细信息：--------------------------------程序结束--------------------------------

记录时间：2019-03-04 13:27:52,476 详细信息：--------------------------------程序启动--------------------------------
记录时间：2019-03-04 13:27:54,754 详细信息：获得手动触发启动参数：59
记录时间：2019-03-04 13:27:54,760 详细信息：**********执行【EDI数据同步回DABAN】数据传输开始**********
记录时间：2019-03-04 13:27:54,765 详细信息：执行主数据同步
记录时间：2019-03-04 13:27:57,200 详细信息：执行EDI行主数据同步
记录时间：2019-03-04 13:28:12,232 详细信息：--------------------------------程序启动--------------------------------
记录时间：2019-03-04 13:28:13,789 详细信息：获得手动触发启动参数：59
记录时间：2019-03-04 13:28:13,796 详细信息：**********执行【EDI数据同步回DABAN】数据传输开始**********
记录时间：2019-03-04 13:28:13,802 详细信息：执行主数据同步
记录时间：2019-03-04 13:28:15,254 详细信息：执行EDI行主数据同步
记录时间：2019-03-04 13:36:00,649 详细信息：--------------------------------程序启动--------------------------------
记录时间：2019-03-04 13:36:03,507 详细信息：获得手动触发启动参数：59
记录时间：2019-03-04 13:36:03,511 详细信息：**********执行【EDI数据同步回DABAN】数据传输开始**********
记录时间：2019-03-04 13:36:03,515 详细信息：执行主数据同步
记录时间：2019-03-04 13:36:06,741 详细信息：执行EDI行主数据同步
记录时间：2019-03-04 13:38:34,277 详细信息：SAPLinks.Bussiness.EDIDataToDABAN.EDI.MAIN_EDI_DATA(F:\EDI\)【成功数据】：2条
记录时间：2019-03-04 13:38:34,282 详细信息：SAPLinks.Bussiness.EDIDataToDABAN.EDI.MAIN_EDI_DATA(F:\EDI\)【错误数据过滤】：0条
记录时间：2019-03-04 13:38:34,289 详细信息：**********执行【EDI数据同步回DABAN】数据传输完毕**********
记录时间：2019-03-04 13:38:34,293 详细信息：--------------------------------程序结束--------------------------------

记录时间：2019-03-04 13:41:26,469 详细信息：--------------------------------程序启动--------------------------------
记录时间：2019-03-04 13:41:28,312 详细信息：获得手动触发启动参数：59
记录时间：2019-03-04 13:41:28,318 详细信息：**********执行【EDI数据同步回DABAN】数据传输开始**********
记录时间：2019-03-04 13:41:28,324 详细信息：执行主数据同步
记录时间：2019-03-04 13:41:34,165 详细信息：执行EDI行主数据同步
记录时间：2019-03-04 13:45:27,661 详细信息：SAPLinks.Bussiness.EDIDataToDABAN.EDI.MAIN_EDI_DATA(F:\EDI\)【成功数据】：2条
记录时间：2019-03-04 13:45:27,666 详细信息：SAPLinks.Bussiness.EDIDataToDABAN.EDI.MAIN_EDI_DATA(F:\EDI\)【错误数据过滤】：0条
记录时间：2019-03-04 13:45:27,673 详细信息：**********执行【EDI数据同步回DABAN】数据传输完毕**********
记录时间：2019-03-04 13:45:27,676 详细信息：--------------------------------程序结束--------------------------------

记录时间：2019-03-04 13:48:49,090 详细信息：--------------------------------程序启动--------------------------------
记录时间：2019-03-04 13:48:50,890 详细信息：获得手动触发启动参数：59
记录时间：2019-03-04 13:48:50,895 详细信息：**********执行【EDI数据同步回DABAN】数据传输开始**********
记录时间：2019-03-04 13:48:50,900 详细信息：执行主数据同步
记录时间：2019-03-04 13:48:52,388 详细信息：执行EDI行主数据同步
记录时间：2019-03-04 13:49:37,402 详细信息：--------------------------------程序启动--------------------------------
记录时间：2019-03-04 13:49:38,954 详细信息：获得手动触发启动参数：59
记录时间：2019-03-04 13:49:38,960 详细信息：**********执行【EDI数据同步回DABAN】数据传输开始**********
记录时间：2019-03-04 13:49:38,980 详细信息：执行主数据同步
记录时间：2019-03-04 13:49:40,638 详细信息：执行EDI行主数据同步
记录时间：2019-03-04 13:49:42,178 详细信息：SAPLinks.Bussiness.EDIDataToDABAN.EDI.MAIN_EDI_DATA(F:\EDI\)【成功数据】：2条
记录时间：2019-03-04 13:49:42,181 详细信息：SAPLinks.Bussiness.EDIDataToDABAN.EDI.MAIN_EDI_DATA(F:\EDI\)【错误数据过滤】：0条
