
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186849600	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186853000	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							301.72			C23186871300	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							278.45			C23186896000	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							194.83			C23186896300	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							278.45			C23186896500	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							1319.83			C23186897000	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							194.83			C23186898100	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							700.00			C23186915200	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186879500	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							433.62			C23186882200	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							433.62			C23186899700	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							259.48			C23186900000	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186901000	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							520.69			C23186902000	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							502.59			C23186927000	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							700.00			C23186930000	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							631.03			C23186940300	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186941000	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							192.24			C23186941200	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186941400	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							520.69			C23186857200	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							323.28			C23186864800	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186865500	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							259.48			C23186950600	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							99.14			C23186950700	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							217.24			C23186951500	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186883700	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							631.03			C23186885300	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							433.62			C23186887500	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							99.14			C23186903900	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							99.14			C23186904200	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							259.48			C23186904800	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186904900	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							399.14			C23186919300	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186920000	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							521.55			C23186931100	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							323.28			C23186933100	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186933200	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							643.10			C23186943800	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186945100	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							323.28			C23186945500	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186946200	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186947000	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							493.10			C23186947700	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							364.66			C23186947800	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186962900	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186964800	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							323.28			C23186964900	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							1236.21			C23186965900	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186957500	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							400.00			C23186960200	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							452.59			C23186960600	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186966700	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							631.03			C23186968400	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							162.93			C23186968700	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							330.17			C23186970600	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							268.97			C23186910100	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							99.14			C23186910800	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							468.10			C23186912000	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							99.14			C23186913300	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							323.28			C23186914200	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							259.48			C23186921900	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
DSCS0818080072	20180821	20180821	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司	CNY	1	F55555555	25							278.45			C23186922200	X-杭州西湖维修中心-/王钰婷付杭州九井电器有限公司				20180821									
